COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
BEL,Belgium,REUSE_AGR,"Abstractions for agriculture, forestry, fishing. Reused water",1995,1995,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,IMP,Imported water,1980,1980,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,IMP,Imported water,1985,1985,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,IMP,Imported water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,IMP,Imported water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,IMP,Imported water,2015,2015,M3,Cubic metres,6,Millions,,,69.594,,
BEL,Belgium,IMP,Imported water,2016,2016,M3,Cubic metres,6,Millions,,,69.514,,
BEL,Belgium,IMP,Imported water,2017,2017,M3,Cubic metres,6,Millions,,,70.013,,
BEL,Belgium,IMP,Imported water,2018,2018,M3,Cubic metres,6,Millions,,,70.787,,
BEL,Belgium,IMP,Imported water,2019,2019,M3,Cubic metres,6,Millions,,,69.775,,
BEL,Belgium,IMP,Imported water,2020,2020,M3,Cubic metres,6,Millions,,,70.35,,
BEL,Belgium,EXP,Exported water,2015,2015,M3,Cubic metres,6,Millions,,,3.169,,
BEL,Belgium,EXP,Exported water,2016,2016,M3,Cubic metres,6,Millions,,,2.968,,
BEL,Belgium,EXP,Exported water,2017,2017,M3,Cubic metres,6,Millions,,,3.21,,
BEL,Belgium,EXP,Exported water,2018,2018,M3,Cubic metres,6,Millions,,,2.212,,
BEL,Belgium,EXP,Exported water,2019,2019,M3,Cubic metres,6,Millions,,,0.217,,
BEL,Belgium,EXP,Exported water,2020,2020,M3,Cubic metres,6,Millions,,,0.676,,
BEL,Belgium,TOT_USE,Total water made available for use,2000,2000,M3,Cubic metres,6,Millions,,,7508.9,,
BEL,Belgium,TOT_USE,Total water made available for use,2005,2005,M3,Cubic metres,6,Millions,,,6360.5,,
BEL,Belgium,TOT_USE,Total water made available for use,2015,2015,M3,Cubic metres,6,Millions,,,4022.294,,
BEL,Belgium,TOT_USE,Total water made available for use,2016,2016,M3,Cubic metres,6,Millions,,,4669.659,,
BEL,Belgium,TOT_USE,Total water made available for use,2017,2017,M3,Cubic metres,6,Millions,,,4418.455,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,1990,1990,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,1995,1995,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2015,2015,M3,Cubic metres,6,Millions,,,213.796,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2016,2016,M3,Cubic metres,6,Millions,,,214.96,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2017,2017,M3,Cubic metres,6,Millions,,,222.017,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2018,2018,M3,Cubic metres,6,Millions,,,221.158,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2019,2019,M3,Cubic metres,6,Millions,,,225.521,,
BEL,Belgium,ART_RES,Abstractions from artificial reservoirs ,2020,2020,M3,Cubic metres,6,Millions,,,225.124,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,1990,1990,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,1995,1995,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2000,2000,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2005,2005,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2010,2010,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2015,2015,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2016,2016,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2017,2017,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2018,2018,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2019,2019,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,HYDRO,Abstractions for hydro-electricity,2020,2020,M3,Cubic metres,6,Millions,,,0,,
BEL,Belgium,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,660.4,,
BEL,Belgium,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,541.329,,
BEL,Belgium,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,576.848,,
BEL,Belgium,PUB,Public water supply,2010,2010,M3,Cubic metres,6,Millions,,,583.344,,
BEL,Belgium,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,568.199,,
BEL,Belgium,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,562.685,,
BEL,Belgium,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,565.77,,
BEL,Belgium,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,569.196,,
BEL,Belgium,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,570.9,,
BEL,Belgium,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,572.039,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1995,1995,M3,Cubic metres,6,Millions,,,16,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2000,2000,M3,Cubic metres,6,Millions,,,12.601,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2005,2005,M3,Cubic metres,6,Millions,,,10.667,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2010,2010,M3,Cubic metres,6,Millions,,,10.422,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,9.184,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2016,2016,M3,Cubic metres,6,Millions,,,9.122,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2017,2017,M3,Cubic metres,6,Millions,,,9.454,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2018,2018,M3,Cubic metres,6,Millions,,,9.709,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2019,2019,M3,Cubic metres,6,Millions,,,10.152,,
BEL,Belgium,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2020,2020,M3,Cubic metres,6,Millions,,,10.581,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,1995,1995,M3,Cubic metres,6,Millions,,,0.2,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2000,2000,M3,Cubic metres,6,Millions,,,0.127,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2005,2005,M3,Cubic metres,6,Millions,,,0.075,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2010,2010,M3,Cubic metres,6,Millions,,,0.163,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2015,2015,M3,Cubic metres,6,Millions,,,0.104,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2016,2016,M3,Cubic metres,6,Millions,,,0.1,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2017,2017,M3,Cubic metres,6,Millions,,,0.128,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2018,2018,M3,Cubic metres,6,Millions,,,0.164,,
BEL,Belgium,PUB_MINE,Public water supply for mining and quarrying,2019,2019,M3,Cubic metres,6,Millions,,,0.16,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,1995,1995,M3,Cubic metres,6,Millions,,,95.2,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2000,2000,M3,Cubic metres,6,Millions,,,111.852,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2005,2005,M3,Cubic metres,6,Millions,,,108.719,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2010,2010,M3,Cubic metres,6,Millions,,,104.124,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,90.306,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2016,2016,M3,Cubic metres,6,Millions,,,90.851,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,92.523,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2018,2018,M3,Cubic metres,6,Millions,,,93.479,,
BEL,Belgium,PUB_MANU,Public water supply for total manufacturing,2019,2019,M3,Cubic metres,6,Millions,,,90.644,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2000,2000,M3,Cubic metres,6,Millions,,,24.626,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2005,2005,M3,Cubic metres,6,Millions,,,20.566,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2010,2010,M3,Cubic metres,6,Millions,,,23.018,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2015,2015,M3,Cubic metres,6,Millions,,,15.193,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2016,2016,M3,Cubic metres,6,Millions,,,15.027,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2017,2017,M3,Cubic metres,6,Millions,,,15.007,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2018,2018,M3,Cubic metres,6,Millions,,,15.115,,
BEL,Belgium,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2019,2019,M3,Cubic metres,6,Millions,,,14.274,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,1995,1995,M3,Cubic metres,6,Millions,,,2.3,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2000,2000,M3,Cubic metres,6,Millions,,,1.94,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2005,2005,M3,Cubic metres,6,Millions,,,1.769,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2010,2010,M3,Cubic metres,6,Millions,,,1.801,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2015,2015,M3,Cubic metres,6,Millions,,,1.07,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2016,2016,M3,Cubic metres,6,Millions,,,0.812,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2017,2017,M3,Cubic metres,6,Millions,,,0.81,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2018,2018,M3,Cubic metres,6,Millions,,,0.882,,
BEL,Belgium,PUB_ELEC,Public water supply for electricity,2019,2019,M3,Cubic metres,6,Millions,,,0.922,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2000,2000,M3,Cubic metres,6,Millions,,,0.379,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2005,2005,M3,Cubic metres,6,Millions,,,0.289,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2010,2010,M3,Cubic metres,6,Millions,,,0.224,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2015,2015,M3,Cubic metres,6,Millions,,,0.261,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2016,2016,M3,Cubic metres,6,Millions,,,0.346,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2017,2017,M3,Cubic metres,6,Millions,,,0.307,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2018,2018,M3,Cubic metres,6,Millions,,,0.385,,
BEL,Belgium,PUB_COOL_ELEC,Public water supply for cooling (electricity),2019,2019,M3,Cubic metres,6,Millions,,,0.387,,
BEL,Belgium,PUB_CONST,Public water supply for construction,1990,1990,M3,Cubic metres,6,Millions,,,0.2,,
BEL,Belgium,PUB_CONST,Public water supply for construction,1995,1995,M3,Cubic metres,6,Millions,,,0.2,,
BEL,Belgium,PUB_HH,Public water supply for households,1995,1995,M3,Cubic metres,6,Millions,,,432.4,,
BEL,Belgium,PUB_HH,Public water supply for households,2000,2000,M3,Cubic metres,6,Millions,,,330.558,,
BEL,Belgium,PUB_HH,Public water supply for households,2005,2005,M3,Cubic metres,6,Millions,,,366.597,,
BEL,Belgium,PUB_HH,Public water supply for households,2010,2010,M3,Cubic metres,6,Millions,,,378.344,,
BEL,Belgium,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,363.005,,
BEL,Belgium,PUB_HH,Public water supply for households,2016,2016,M3,Cubic metres,6,Millions,,,359.691,,
BEL,Belgium,PUB_HH,Public water supply for households,2017,2017,M3,Cubic metres,6,Millions,,,358.707,,
BEL,Belgium,PUB_HH,Public water supply for households,2018,2018,M3,Cubic metres,6,Millions,,,359.923,,
BEL,Belgium,PUB_HH,Public water supply for households,2019,2019,M3,Cubic metres,6,Millions,,,361.679,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,1995,1995,M3,Cubic metres,6,Millions,,,16.9,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2000,2000,M3,Cubic metres,6,Millions,,,19.281,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2005,2005,M3,Cubic metres,6,Millions,,,21.332,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2010,2010,M3,Cubic metres,6,Millions,,,22.845,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2015,2015,M3,Cubic metres,6,Millions,,,22.718,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2016,2016,M3,Cubic metres,6,Millions,,,24.721,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2017,2017,M3,Cubic metres,6,Millions,,,26.375,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2018,2018,M3,Cubic metres,6,Millions,,,27.645,,
BEL,Belgium,PUB_FOOD,Public water supply for food processing industry,2019,2019,M3,Cubic metres,6,Millions,,,26.906,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,1995,1995,M3,Cubic metres,6,Millions,,,4.5,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2000,2000,M3,Cubic metres,6,Millions,,,4.184,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2005,2005,M3,Cubic metres,6,Millions,,,2.186,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2010,2010,M3,Cubic metres,6,Millions,,,2.075,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2015,2015,M3,Cubic metres,6,Millions,,,1.493,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2016,2016,M3,Cubic metres,6,Millions,,,1.807,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2017,2017,M3,Cubic metres,6,Millions,,,1.935,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2018,2018,M3,Cubic metres,6,Millions,,,2.236,,
BEL,Belgium,PUB_MET,Public water supply for basic metals,2019,2019,M3,Cubic metres,6,Millions,,,2.151,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2000,2000,M3,Cubic metres,6,Millions,,,2.776,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2005,2005,M3,Cubic metres,6,Millions,,,1.692,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2010,2010,M3,Cubic metres,6,Millions,,,1.566,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2015,2015,M3,Cubic metres,6,Millions,,,1.492,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2016,2016,M3,Cubic metres,6,Millions,,,1.65,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2017,2017,M3,Cubic metres,6,Millions,,,1.651,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2018,2018,M3,Cubic metres,6,Millions,,,1.418,,
BEL,Belgium,PUB_TEX,Public water supply for textiles,2019,2019,M3,Cubic metres,6,Millions,,,1.245,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2000,2000,M3,Cubic metres,6,Millions,,,3.465,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2005,2005,M3,Cubic metres,6,Millions,,,2.424,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2010,2010,M3,Cubic metres,6,Millions,,,2.124,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2015,2015,M3,Cubic metres,6,Millions,,,2.146,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2016,2016,M3,Cubic metres,6,Millions,,,2.102,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2017,2017,M3,Cubic metres,6,Millions,,,1.93,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2018,2018,M3,Cubic metres,6,Millions,,,2.224,,
BEL,Belgium,PUB_PAPER,Public water supply for paper products,2019,2019,M3,Cubic metres,6,Millions,,,1.982,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",1995,1995,M3,Cubic metres,6,Millions,,,55.1,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2000,2000,M3,Cubic metres,6,Millions,,,70.543,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2005,2005,M3,Cubic metres,6,Millions,,,72.09,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2010,2010,M3,Cubic metres,6,Millions,,,67.869,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2015,2015,M3,Cubic metres,6,Millions,,,57.303,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2016,2016,M3,Cubic metres,6,Millions,,,54.402,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2017,2017,M3,Cubic metres,6,Millions,,,54.673,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2018,2018,M3,Cubic metres,6,Millions,,,53.924,,
BEL,Belgium,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2019,2019,M3,Cubic metres,6,Millions,,,52.595,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2000,2000,M3,Cubic metres,6,Millions,,,10.962,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2005,2005,M3,Cubic metres,6,Millions,,,8.478,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2010,2010,M3,Cubic metres,6,Millions,,,7.319,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2015,2015,M3,Cubic metres,6,Millions,,,4.853,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2016,2016,M3,Cubic metres,6,Millions,,,5.936,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2017,2017,M3,Cubic metres,6,Millions,,,5.875,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2018,2018,M3,Cubic metres,6,Millions,,,5.881,,
BEL,Belgium,PUB_OTHER,Public water supply for other manufacturing industries,2019,2019,M3,Cubic metres,6,Millions,,,5.585,,
BEL,Belgium,PUB_SER,Public water supply for services,1995,1995,M3,Cubic metres,6,Millions,,,114.1,,
BEL,Belgium,PUB_SER,Public water supply for services,2000,2000,M3,Cubic metres,6,Millions,,,83.68,,
BEL,Belgium,PUB_SER,Public water supply for services,2005,2005,M3,Cubic metres,6,Millions,,,87.672,,
BEL,Belgium,PUB_SER,Public water supply for services,2010,2010,M3,Cubic metres,6,Millions,,,87.311,,
BEL,Belgium,PUB_SER,Public water supply for services,2015,2015,M3,Cubic metres,6,Millions,,,99.583,,
BEL,Belgium,PUB_SER,Public water supply for services,2016,2016,M3,Cubic metres,6,Millions,,,100.467,,
BEL,Belgium,PUB_SER,Public water supply for services,2017,2017,M3,Cubic metres,6,Millions,,,99.724,,
BEL,Belgium,PUB_SER,Public water supply for services,2018,2018,M3,Cubic metres,6,Millions,,,103.173,,
BEL,Belgium,PUB_SER,Public water supply for services,2019,2019,M3,Cubic metres,6,Millions,,,105.291,,
BEL,Belgium,PUB_CONMAN,Public water supply for industry and construction,1995,1995,M3,Cubic metres,6,Millions,,,100.9,,
BEL,Belgium,PUB_CONMAN,Public water supply for industry and construction,2000,2000,M3,Cubic metres,6,Millions,,,113.934,,
BEL,Belgium,PUB_CONMAN,Public water supply for industry and construction,2005,2005,M3,Cubic metres,6,Millions,,,110.742,,
BEL,Belgium,PUB_CONMAN,Public water supply for industry and construction,2010,2010,M3,Cubic metres,6,Millions,,,106.235,,
BEL,Belgium,PUB_CONMAN,Public water supply for industry and construction,2015,2015,M3,Cubic metres,6,Millions,,,95.128,,
